episode,timestep,reward,length,rolling_mean_reward_20
94,3676,4.0,323,1.4
95,3732,1.0,206,1.35
96,3764,2.0,247,1.35
97,3800,2.0,250,1.45
98,3848,2.0,231,1.45
99,3956,3.0,286,1.6
100,3964,3.0,265,1.75
101,3984,1.0,205,1.75
102,3992,2.0,248,1.7
103,4048,0.0,146,1.7
104,4064,0.0,166,1.6
105,4092,0.0,155,1.55
106,4160,2.0,245,1.6
107,4224,2.0,231,1.6
108,4228,1.0,204,1.6
109,4268,3.0,286,1.75
110,4364,1.0,217,1.7
111,4396,3.0,311,1.85
112,4396,1.0,182,1.8
113,4400,2.0,242,1.75
114,4524,1.0,199,1.6
115,4528,1.0,199,1.6
116,4528,2.0,245,1.6
117,4532,1.0,204,1.55
118,4628,0.0,177,1.45
119,4696,2.0,226,1.4
120,4712,2.0,247,1.35
121,4744,3.0,295,1.45
122,4832,1.0,197,1.4
123,4836,0.0,156,1.4
124,4840,1.0,205,1.45
125,4912,5.0,347,1.7
126,4928,0.0,151,1.6
127,4976,1.0,212,1.55
128,5064,1.0,196,1.55
129,5072,4.0,312,1.6
130,5120,1.0,212,1.6
131,5220,5.0,386,1.7
132,5236,2.0,223,1.75
133,5256,1.0,210,1.7
134,5364,5.0,360,1.9
135,5384,1.0,200,1.9
136,5392,2.0,252,1.9
137,5412,2.0,249,1.95
138,5536,2.0,239,2.05
139,5548,2.0,239,2.05
140,5556,1.0,201,2.0
141,5608,3.0,285,2.0
142,5636,0.0,156,1.95
143,5648,0.0,163,1.95
144,5720,2.0,241,2.0
145,5748,0.0,177,1.75
146,5804,2.0,223,1.85
147,5812,3.0,263,1.95
148,5820,0.0,181,1.9
149,5920,2.0,239,1.8
150,5968,1.0,223,1.8
151,5980,2.0,249,1.65
152,5996,3.0,262,1.7
153,6068,0.0,164,1.65
154,6084,2.0,226,1.5
155,6096,0.0,176,1.45
156,6204,1.0,209,1.4
157,6208,3.0,311,1.45
158,6212,1.0,196,1.4
159,6296,3.0,258,1.45
160,6308,0.0,175,1.4
161,6384,2.0,249,1.35
162,6412,3.0,275,1.5
163,6468,2.0,227,1.6
164,6512,1.0,192,1.55
165,6548,1.0,217,1.6
166,6644,8.0,407,1.9
167,6688,2.0,231,1.85
168,6708,3.0,304,2.0
169,6772,1.0,191,1.95
170,6780,0.0,173,1.9
171,6856,2.0,224,1.9
172,6864,6.0,377,2.05
173,6864,0.0,171,2.05
174,6944,2.0,238,2.05
175,7012,2.0,237,2.15
176,7028,2.0,222,2.2
177,7044,3.0,240,2.2
178,7124,3.0,261,2.3
179,7176,2.0,245,2.25
180,7180,1.0,194,2.3
181,7200,2.0,251,2.3
182,7272,0.0,171,2.15
183,7300,0.0,173,2.05
184,7324,3.0,264,2.15
185,7412,3.0,306,2.25
186,7452,2.0,259,1.95
187,7452,1.0,214,1.9
188,7464,2.0,219,1.85
189,7604,2.0,267,1.9
190,7612,2.0,231,2.0
191,7628,2.0,249,2.0
192,7644,3.0,258,1.85
193,7788,3.0,260,2.0
194,7800,2.0,214,2.0
195,7864,4.0,306,2.1
196,7880,0.0,146,2.0
197,7908,5.0,347,2.1
198,7940,1.0,211,2.0
199,7980,0.0,179,1.9
200,8040,2.0,237,1.95
201,8064,2.0,214,1.95
202,8084,1.0,227,2.0
203,8116,1.0,190,2.05
204,8160,1.0,180,1.95
205,8212,1.0,197,1.85
206,8256,3.0,256,1.9
207,8280,2.0,242,1.95
208,8332,2.0,255,1.95
209,8392,1.0,211,1.9
210,8416,0.0,144,1.8
211,8420,3.0,267,1.85
212,8468,2.0,262,1.8
213,8528,1.0,198,1.7
214,8548,1.0,184,1.65
215,8612,1.0,206,1.5
216,8692,1.0,228,1.55
217,8700,5.0,360,1.55
218,8708,2.0,246,1.6
219,8756,1.0,211,1.65
220,8804,1.0,193,1.6
221,8808,0.0,166,1.5
222,8872,2.0,237,1.55
223,8968,2.0,246,1.6
224,8968,2.0,216,1.65
225,9044,4.0,344,1.8
226,9048,2.0,251,1.75
227,9080,1.0,167,1.7
228,9132,2.0,229,1.7
229,9172,1.0,192,1.7
230,9176,1.0,205,1.75
231,9216,1.0,199,1.65
232,9288,2.0,237,1.65
233,9352,2.0,235,1.7
234,9408,4.0,309,1.85
235,9424,3.0,269,1.95
236,9452,2.0,236,2.0
237,9488,1.0,192,1.8
238,9560,1.0,213,1.75
239,9584,2.0,242,1.8
240,9588,1.0,197,1.8
241,9688,1.0,194,1.85
242,9696,3.0,264,1.9
243,9732,1.0,222,1.85
244,9756,2.0,256,1.85
245,9796,0.0,155,1.65
246,9888,2.0,236,1.65
247,9896,0.0,169,1.6
248,9900,1.0,207,1.55
249,9944,4.0,324,1.7
250,9984,0.0,150,1.65
251,10032,1.0,208,1.65
252,10060,2.0,243,1.65
253,10088,1.0,206,1.6
254,10148,2.0,240,1.5
255,10160,0.0,166,1.35
256,10176,1.0,226,1.3
257,10188,0.0,182,1.25
258,10248,0.0,175,1.2
259,10304,1.0,207,1.15
260,10388,3.0,289,1.25
261,10404,2.0,228,1.3
262,10408,4.0,281,1.35
263,10496,0.0,155,1.3
264,10516,1.0,209,1.25
265,10608,0.0,148,1.25
266,10632,6.0,402,1.45
267,10644,4.0,314,1.65
268,10716,3.0,285,1.75
269,10732,0.0,175,1.55
270,10780,2.0,255,1.65
271,10864,3.0,285,1.75
272,10924,1.0,224,1.7
273,10956,3.0,301,1.8
274,10960,4.0,325,1.9
275,11048,2.0,262,2.0
276,11108,3.0,252,2.1
277,11112,2.0,213,2.2
278,11156,3.0,252,2.35
279,11256,2.0,218,2.4
280,11272,3.0,282,2.4
281,11300,2.0,209,2.4
282,11308,3.0,273,2.35
283,11428,1.0,209,2.4
284,11428,2.0,218,2.45
285,11460,3.0,264,2.6
286,11564,1.0,178,2.35
287,11564,5.0,323,2.4
288,11632,0.0,144,2.25
289,11652,4.0,293,2.45
290,11652,4.0,286,2.55
291,11708,0.0,133,2.4
292,11728,0.0,156,2.35
293,11728,0.0,152,2.2
294,11768,3.0,282,2.15
295,11896,2.0,247,2.15
296,11912,3.0,259,2.15
297,11972,3.0,285,2.2
298,12032,1.0,213,2.1
299,12040,5.0,394,2.25
300,12140,0.0,180,2.1
301,12176,4.0,348,2.2
302,12204,2.0,229,2.15
303,12208,3.0,299,2.25
304,12308,0.0,183,2.15
305,12312,2.0,229,2.1
306,12348,2.0,252,2.15
307,12348,1.0,198,1.95
308,12412,0.0,175,1.95
309,12512,0.0,170,1.75
310,12520,2.0,235,1.65
311,12520,2.0,226,1.75
312,12520,3.0,278,1.9
313,12768,4.0,320,2.1
314,12776,4.0,310,2.15
315,12828,6.0,375,2.35
316,12844,6.0,386,2.5
317,12924,2.0,237,2.45
318,12956,1.0,209,2.45
319,12972,2.0,270,2.3
320,13004,2.0,241,2.4
321,13068,1.0,225,2.25
322,13084,1.0,207,2.2
323,13096,0.0,156,2.05
324,13120,1.0,217,2.1
325,13184,0.0,178,2.0
326,13196,0.0,166,1.9
327,13220,0.0,170,1.85
328,13280,3.0,275,2.0
329,13344,2.0,216,2.1
330,13384,3.0,276,2.15
331,13416,3.0,261,2.2
332,13444,2.0,220,2.15
333,13528,2.0,204,2.05
334,13540,3.0,254,2.0
335,13608,2.0,233,1.8
336,13612,3.0,278,1.65
337,13688,2.0,210,1.65
338,13760,4.0,295,1.8
339,13804,3.0,277,1.85
340,13908,2.0,218,1.85
341,13936,7.0,386,2.15
342,13960,2.0,223,2.2
343,14064,11.0,445,2.75
344,14088,1.0,207,2.75
345,14196,4.0,327,2.95
346,14212,5.0,358,3.2
347,14260,2.0,254,3.3
348,14312,0.0,179,3.15
349,14332,4.0,352,3.25
350,14440,4.0,316,3.3
351,14464,3.0,275,3.3
352,14488,2.0,222,3.3
353,14540,0.0,170,3.2
354,14556,0.0,160,3.05
355,14572,4.0,343,3.15
356,14588,0.0,175,3.0
357,14704,2.0,243,3.0
358,14712,2.0,228,2.9
359,14776,3.0,278,2.9
360,14792,3.0,274,2.95
361,14868,2.0,241,2.7
362,14892,0.0,162,2.6
363,14896,2.0,257,2.15
364,14968,0.0,161,2.1
365,14996,3.0,274,2.05
366,15068,0.0,168,1.8
367,15068,2.0,246,1.8
368,15104,3.0,296,1.95
369,15216,4.0,295,1.95
370,15232,2.0,219,1.85
371,15288,3.0,243,1.85
372,15288,4.0,295,1.95
373,15344,1.0,196,2.0
374,15548,6.0,399,2.3
375,15548,5.0,319,2.35
376,15588,6.0,379,2.65
377,15684,7.0,420,2.9
378,15692,2.0,216,2.9
379,15692,2.0,211,2.85
380,15736,2.0,216,2.8
381,15856,2.0,231,2.8
382,15888,3.0,259,2.95
383,15904,3.0,291,3.0
384,15940,3.0,263,3.15
385,15996,0.0,172,3.0
386,16040,0.0,181,3.0
387,16076,2.0,252,3.0
388,16092,4.0,316,3.05
389,16096,0.0,165,2.85
390,16212,1.0,213,2.8
391,16212,2.0,252,2.75
392,16236,1.0,225,2.6
393,16268,2.0,253,2.65
394,16336,0.0,157,2.35
395,16368,0.0,165,2.1
396,16432,3.0,285,1.95
397,16432,3.0,275,1.75
398,16468,0.0,154,1.65
399,16532,0.0,178,1.55
400,16556,3.0,275,1.6
401,16604,2.0,240,1.6
402,16632,0.0,155,1.45
403,16656,0.0,154,1.3
404,16688,3.0,283,1.3
405,16732,0.0,160,1.3
406,16776,2.0,228,1.4
407,16788,0.0,159,1.3
408,16800,1.0,215,1.15
409,16888,0.0,154,1.15
410,16900,0.0,167,1.1
411,16948,2.0,227,1.1
412,16952,3.0,302,1.2
413,17000,0.0,179,1.1
414,17048,0.0,180,1.1
415,17060,2.0,226,1.2
416,17136,2.0,257,1.15
417,17180,1.0,187,1.05
418,17204,3.0,260,1.2
419,17216,2.0,231,1.3
420,17256,0.0,139,1.15
421,17256,1.0,179,1.1
422,17408,3.0,284,1.25
423,17412,2.0,223,1.35
424,17420,3.0,262,1.35
425,17556,5.0,378,1.6
426,17556,2.0,215,1.6
427,17568,2.0,220,1.7
428,17608,3.0,268,1.8
429,17740,3.0,262,1.95
430,17804,5.0,334,2.2
431,17816,5.0,320,2.35
432,17828,4.0,304,2.4
433,17972,2.0,211,2.5
434,17984,2.0,223,2.6
435,18000,4.0,342,2.7
436,18084,0.0,177,2.6
437,18172,2.0,250,2.65
438,18184,0.0,155,2.5
439,18184,7.0,446,2.75
440,18192,3.0,292,2.9
441,18356,2.0,234,2.95
442,18356,2.0,240,2.9
443,18364,2.0,226,2.9
444,18392,3.0,274,2.9
445,18456,0.0,180,2.65
446,18520,2.0,242,2.65
447,18536,2.0,243,2.65
448,18548,2.0,213,2.6
449,18604,2.0,218,2.55
450,18668,2.0,232,2.4
451,18684,2.0,226,2.25
452,18744,3.0,258,2.2
453,18800,3.0,268,2.25
454,18864,3.0,280,2.3
455,18880,3.0,258,2.25
456,18940,3.0,268,2.4
457,19040,4.0,319,2.5
458,19100,4.0,280,2.7
459,19112,5.0,308,2.6
460,19188,8.0,326,2.85
461,19364,3.0,251,2.9
462,19376,5.0,338,3.05
463,19376,7.0,402,3.3
464,19416,6.0,387,3.45
465,19512,2.0,230,3.55
466,19524,2.0,225,3.55
467,19540,2.0,235,3.55
468,19564,2.0,203,3.55
469,19660,2.0,224,3.55
470,19672,2.0,226,3.55
471,19736,3.0,264,3.6
472,19760,3.0,261,3.6
473,19868,3.0,273,3.6
474,19872,4.0,297,3.65
475,19900,2.0,209,3.6
476,19904,3.0,231,3.6
477,20044,2.0,201,3.5
478,20068,3.0,238,3.45
479,20228,7.0,437,3.55
480,20232,7.0,427,3.5
481,20240,3.0,265,3.5
482,20264,3.0,277,3.4
483,20396,2.0,227,3.15
484,20428,3.0,277,3.0
485,20448,3.0,278,3.05
486,20496,4.0,288,3.15
487,20516,1.0,187,3.1
488,20560,1.0,187,3.05
489,20640,3.0,295,3.1
490,20644,2.0,217,3.1
491,20664,2.0,225,3.05
492,20708,2.0,220,3.0
493,20788,2.0,224,2.95
494,20808,2.0,242,2.85
495,20812,2.0,206,2.85
496,20904,3.0,270,2.85
497,20936,2.0,223,2.85
498,20956,2.0,226,2.8
499,20960,2.0,210,2.55
500,21100,3.0,262,2.35
501,21116,2.0,228,2.3
502,21140,3.0,284,2.3
503,21152,3.0,266,2.35
504,21296,3.0,274,2.35
505,21312,3.0,250,2.35
506,21336,3.0,273,2.3
507,21348,3.0,266,2.4
508,21492,2.0,225,2.45
509,21492,3.0,257,2.45
510,21508,3.0,277,2.5
511,21544,3.0,272,2.55
512,21620,1.0,194,2.5
513,21656,2.0,214,2.5
514,21668,2.0,244,2.5
515,21740,3.0,264,2.55
516,21804,3.0,255,2.55
517,21844,3.0,232,2.6
518,21860,4.0,285,2.7
519,22000,4.0,325,2.8
520,22000,1.0,213,2.7
521,22084,4.0,296,2.8
522,22100,0.0,180,2.65
523,22100,0.0,168,2.5
524,22184,7.0,458,2.7
525,22184,0.0,172,2.55
526,22272,2.0,243,2.5
527,22272,2.0,250,2.45
528,22404,3.0,301,2.5
529,22428,2.0,228,2.45
530,22436,4.0,320,2.5
531,22436,2.0,246,2.45
532,22556,1.0,179,2.45
533,22612,3.0,259,2.5
534,22616,4.0,291,2.6
535,22628,3.0,270,2.6
536,22792,3.0,241,2.6
537,22892,9.0,406,2.9
538,22904,1.0,175,2.75
539,22904,5.0,354,2.8
540,22928,5.0,365,3.0
541,23076,2.0,242,2.9
542,23076,2.0,231,3.0
543,23100,2.0,243,3.1
544,23104,3.0,271,2.9
545,23220,1.0,203,2.95
546,23220,1.0,221,2.9
547,23236,1.0,210,2.85
548,23288,2.0,251,2.8
549,23312,0.0,158,2.7
550,23312,0.0,146,2.5
551,23412,0.0,175,2.4
552,23456,3.0,289,2.5
553,23476,2.0,268,2.45
554,23484,2.0,253,2.35
555,23612,1.0,197,2.25
556,23632,2.0,222,2.2
557,23784,7.0,385,2.1
558,23800,8.0,471,2.45
559,23816,3.0,239,2.35
560,23928,6.0,386,2.4
561,24100,6.0,395,2.6
562,24124,3.0,263,2.65
563,24132,6.0,373,2.85
564,24164,7.0,423,3.05
565,24316,4.0,279,3.2
566,24332,3.0,225,3.3
567,24364,4.0,313,3.45
568,24496,7.0,444,3.7
569,24584,4.0,324,3.9
570,24632,6.0,381,4.2
571,24644,4.0,361,4.4
572,24688,3.0,270,4.4
573,24748,2.0,219,4.4
574,24828,2.0,222,4.4
575,24836,3.0,246,4.5
576,24868,1.0,197,4.45
577,24920,5.0,371,4.35
578,24976,2.0,211,4.05
579,25112,5.0,340,4.15
580,25184,6.0,388,4.15
581,25236,6.0,385,4.15
582,25284,6.0,380,4.3
583,25312,1.0,208,4.05
584,25332,3.0,297,3.85
585,25380,1.0,199,3.7
586,25476,2.0,259,3.65
587,25504,2.0,251,3.55
588,25552,3.0,279,3.35
589,25552,2.0,255,3.25
590,25652,0.0,158,2.95
591,25668,2.0,248,2.85
592,25696,3.0,299,2.85
593,25724,2.0,238,2.85
594,25752,0.0,170,2.75
595,25768,0.0,180,2.6
596,25824,1.0,188,2.6
597,25824,0.0,158,2.35
598,25872,1.0,191,2.3
599,25924,0.0,178,2.05
600,25932,2.0,230,1.85
601,25972,0.0,169,1.55
602,26004,3.0,251,1.4
603,26024,0.0,182,1.35
604,26060,1.0,183,1.25
605,26144,2.0,255,1.3
606,26148,1.0,219,1.25
607,26152,1.0,205,1.2
608,26152,0.0,154,1.05
609,26248,0.0,154,0.95
610,26252,0.0,183,0.95
611,26280,1.0,211,0.9
612,26300,1.0,225,0.8
613,26352,0.0,183,0.7
614,26380,0.0,178,0.7
615,26392,1.0,199,0.75
616,26400,0.0,180,0.7
617,26452,0.0,158,0.7
618,26552,2.0,241,0.75
619,26564,2.0,218,0.85
620,26584,2.0,272,0.85
621,26624,2.0,252,0.95
622,26644,0.0,149,0.8
623,26720,1.0,196,0.85
624,26736,2.0,247,0.9
625,26744,0.0,182,0.8
626,26816,3.0,262,0.9
627,26820,0.0,177,0.85
628,26836,0.0,171,0.85
629,26888,1.0,206,0.9
630,26960,1.0,200,0.95
631,26964,1.0,211,0.95
632,27028,2.0,274,1.0
633,27060,0.0,175,1.0
634,27064,0.0,180,1.0
635,27080,2.0,253,1.05
636,27160,0.0,165,1.05
637,27208,2.0,248,1.15
638,27212,1.0,205,1.1
639,27224,1.0,223,1.05
640,27324,0.0,176,0.95
641,27380,2.0,228,0.95
642,27380,3.0,279,1.1
643,27384,2.0,247,1.15
644,27424,0.0,178,1.05
645,27508,1.0,200,1.1
646,27528,1.0,208,1.0
647,27568,2.0,245,1.1
648,27568,1.0,226,1.15
649,27608,0.0,164,1.1
650,27628,0.0,163,1.05
651,27668,0.0,183,1.0
652,27708,0.0,178,0.9
653,27712,1.0,227,0.95
654,27728,0.0,171,0.95
655,27768,0.0,156,0.85
656,27808,0.0,158,0.85
657,27812,0.0,163,0.75
658,27828,0.0,164,0.7
659,27868,0.0,170,0.65
660,27908,0.0,162,0.65
661,27912,0.0,161,0.55
662,27956,1.0,211,0.45
663,27968,0.0,166,0.35
664,28008,0.0,156,0.35
665,28012,0.0,163,0.3
666,28056,0.0,181,0.25
667,28252,4.0,306,0.35
668,28252,5.0,349,0.55
669,28256,4.0,302,0.75
670,28328,5.0,343,1.0
671,28352,0.0,166,1.0
672,28352,0.0,168,1.0
673,28356,0.0,176,0.95
674,28428,0.0,160,0.95
675,28452,0.0,171,0.95
676,28452,0.0,160,0.95
677,28456,0.0,178,0.95
678,28552,0.0,167,0.95
679,28552,0.0,176,0.95
680,28556,0.0,157,0.95
681,28620,2.0,247,1.05
682,28724,2.0,235,1.1
683,28764,4.0,294,1.3
684,28780,4.0,296,1.5
685,28824,3.0,286,1.65
686,28888,2.0,223,1.75
687,28952,2.0,250,1.65
688,29004,4.0,318,1.6
689,29032,1.0,226,1.45
690,29060,4.0,298,1.4
691,29096,1.0,226,1.45
692,29104,0.0,176,1.45
693,29196,0.0,172,1.45
694,29204,1.0,217,1.5
695,29224,2.0,264,1.6
696,29296,2.0,273,1.7
697,29304,0.0,177,1.7
698,29324,0.0,173,1.7
699,29340,1.0,227,1.75
700,29396,0.0,175,1.75
701,29448,1.0,221,1.7
702,29496,0.0,177,1.6
703,29516,2.0,271,1.5
704,29532,2.0,270,1.4
705,29548,0.0,177,1.25
706,29632,1.0,193,1.2
707,29644,1.0,196,1.15
708,29724,2.0,250,1.05
709,29756,3.0,288,1.15
710,29808,2.0,240,1.05
711,29820,2.0,232,1.1
712,29888,2.0,228,1.2
713,29928,2.0,255,1.3
714,29972,2.0,232,1.35
715,29984,2.0,245,1.35
716,30048,1.0,185,1.3
717,30052,2.0,237,1.4
718,30136,2.0,229,1.5
719,30152,2.0,248,1.55
720,30212,2.0,243,1.65
721,30216,2.0,226,1.7
722,30300,2.0,244,1.8
723,30316,2.0,237,1.8
724,30364,2.0,212,1.8
725,30376,2.0,228,1.9
726,30492,2.0,230,1.95
727,30500,1.0,204,1.95
728,30560,2.0,241,1.95
729,30636,1.0,203,1.85
730,30640,6.0,420,2.05
731,30660,0.0,166,1.95
732,30692,2.0,246,1.95
733,30800,2.0,231,1.95
734,30812,2.0,229,1.95
735,30832,2.0,245,1.95
736,30856,2.0,243,2.0
737,30948,2.0,210,2.0
738,30980,2.0,219,2.0
739,31004,2.0,210,2.0
740,31008,3.0,258,2.05
741,31112,2.0,243,2.05
742,31144,2.0,244,2.05
743,31168,2.0,236,2.05
744,31172,2.0,221,2.05
745,31256,2.0,219,2.05
746,31292,2.0,231,2.05
747,31384,4.0,288,2.2
748,31424,4.0,334,2.3
749,31456,2.0,219,2.35
750,31468,4.0,267,2.25
751,31532,0.0,144,2.25
752,31548,2.0,245,2.25
753,31588,2.0,238,2.25
754,31632,2.0,235,2.25
755,31732,3.0,256,2.3
756,31788,3.0,270,2.35
757,31788,4.0,305,2.45
758,31852,3.0,288,2.5
759,31908,2.0,251,2.5
760,31932,1.0,220,2.4
761,31996,1.0,221,2.35
762,32028,3.0,303,2.4
763,32100,2.0,255,2.4
764,32124,2.0,262,2.4
765,32132,1.0,204,2.35
766,32200,0.0,178,2.25
767,32220,2.0,253,2.15
768,32224,0.0,161,1.95
769,32300,0.0,179,1.85
770,32324,2.0,254,1.75
771,32364,1.0,218,1.8
772,32368,1.0,226,1.75
773,32400,0.0,183,1.65
774,32468,1.0,219,1.6
775,32500,0.0,163,1.45
776,32508,1.0,207,1.35
777,32560,2.0,273,1.25
778,32600,0.0,156,1.1
779,32608,0.0,174,1.0
780,32660,2.0,255,1.05
781,32660,0.0,166,1.0
782,32700,0.0,181,0.85
783,32752,1.0,202,0.8
784,32760,0.0,167,0.7
785,32760,0.0,156,0.65
786,32800,0.0,162,0.65
787,32860,0.0,183,0.55
788,32904,1.0,214,0.6
789,32936,2.0,258,0.7
790,33004,0.0,174,0.6
791,33004,1.0,216,0.6
792,33080,4.0,357,0.75
793,33080,1.0,210,0.8
794,33104,0.0,155,0.75
795,33244,2.0,236,0.85
796,33244,2.0,240,0.9
797,33288,5.0,357,1.05
798,33364,4.0,335,1.25
799,33440,3.0,270,1.4
800,33440,3.0,252,1.45
801,33484,3.0,270,1.6
802,33596,4.0,300,1.8
803,33604,2.0,234,1.85
804,33620,1.0,217,1.9
805,33668,4.0,290,2.1
806,33720,0.0,169,2.1
807,33748,1.0,204,2.15
808,33768,0.0,173,2.1
809,33768,2.0,232,2.1
810,33864,1.0,213,2.15
811,33904,1.0,195,2.15
812,33912,1.0,223,2.0
813,34004,0.0,172,1.95
814,34008,4.0,328,2.15
815,34056,2.0,254,2.15
816,34084,2.0,247,2.15
817,34104,0.0,171,1.9
818,34180,2.0,251,1.8
819,34184,0.0,162,1.65
820,34232,1.0,197,1.55
821,34276,3.0,303,1.55
822,34384,3.0,265,1.5
823,34396,3.0,284,1.55
824,34492,5.0,340,1.75
825,34700,5.0,398,1.8
826,34724,6.0,404,2.1
827,34816,14.0,620,2.75
828,34892,8.0,464,3.15
829,34948,4.0,286,3.25
830,34960,4.0,339,3.4
831,35052,4.0,304,3.55
832,35152,4.0,340,3.7
833,35328,7.0,442,4.05
834,35336,6.0,343,4.15
835,35376,8.0,484,4.45
836,35512,7.0,427,4.7
837,35556,4.0,309,4.9
838,35564,4.0,305,5.0
839,35600,4.0,295,5.2
840,35768,3.0,270,5.3
841,35784,5.0,335,5.4
842,35784,4.0,296,5.45
843,35828,4.0,306,5.5
844,35956,1.0,195,5.3
845,35976,2.0,266,5.15
846,36084,6.0,379,5.15
847,36168,7.0,462,4.8
848,36240,4.0,331,4.6
849,36244,4.0,345,4.6
850,36320,4.0,306,4.6
851,36404,4.0,308,4.6
852,36476,2.0,224,4.5
853,36564,7.0,389,4.5
854,36580,3.0,260,4.35
855,36664,9.0,485,4.4
856,36716,5.0,297,4.3
857,36824,8.0,331,4.5
858,36836,5.0,325,4.55
859,36920,5.0,333,4.6
860,37052,7.0,290,4.8
861,37084,8.0,342,4.95
862,37108,7.0,451,5.1
863,37196,5.0,332,5.15
864,37236,3.0,267,5.25
865,37240,2.0,239,5.25
866,37292,3.0,242,5.1
867,37332,1.0,215,4.8
868,37504,3.0,282,4.75
869,37508,3.0,262,4.7
870,37544,5.0,363,4.75
871,37568,5.0,386,4.8
872,37720,4.0,278,4.9
873,37732,4.0,283,4.75
874,37768,3.0,267,4.75
875,37888,7.0,418,4.65
876,37888,1.0,187,4.45
877,37980,4.0,338,4.25
878,37984,4.0,327,4.2
879,38200,3.0,283,4.1
880,38200,6.0,392,4.05
881,38200,6.0,388,3.95
882,38328,1.0,185,3.65
883,38332,7.0,403,3.75
884,38356,2.0,212,3.7
885,38484,7.0,365,3.95
886,38484,2.0,224,3.9
887,38608,5.0,350,4.1
888,38636,4.0,344,4.15
889,38640,2.0,223,4.1
890,38668,3.0,243,4.0
891,38728,1.0,196,3.8
892,38756,1.0,188,3.65
893,38796,1.0,183,3.5
894,38904,2.0,224,3.45
895,38920,4.0,361,3.3
896,39016,4.0,302,3.45
897,39052,2.0,225,3.35
898,39144,11.0,495,3.7
899,39236,6.0,382,3.85
900,39280,4.0,330,3.75
901,39300,2.0,211,3.55
902,39412,7.0,435,3.85
903,39480,3.0,266,3.65
904,39548,4.0,312,3.75
905,39580,7.0,426,3.75
906,39660,4.0,323,3.85
907,39708,4.0,310,3.8
908,39808,8.0,328,4.0
909,39840,8.0,334,4.3
910,39992,3.0,254,4.3
911,40032,8.0,446,4.65
912,40096,8.0,456,5.0
913,40108,4.0,343,5.15
914,40176,3.0,255,5.2
915,40236,1.0,194,5.05
916,40300,4.0,351,5.05
917,40360,4.0,335,5.15
918,40424,4.0,329,4.8
919,40568,6.0,414,4.8
920,40660,6.0,371,4.9
921,40676,4.0,325,5.0
922,40680,7.0,452,5.0
923,40804,1.0,184,4.9
924,40828,2.0,232,4.8
925,40844,3.0,240,4.6
926,40884,6.0,388,4.7
927,40960,2.0,223,4.6
928,41012,3.0,245,4.35
929,41028,3.0,259,4.1
930,41068,3.0,242,4.1
931,41252,3.0,253,3.85
