episode,timestep,reward,length,rolling_mean_reward_20
94,3676,4.0,323,1.4
95,3732,1.0,206,1.35
96,3764,2.0,247,1.35
97,3800,2.0,250,1.45
98,3848,2.0,231,1.45
99,3956,3.0,286,1.6
100,3964,3.0,265,1.75
101,3984,1.0,205,1.75
102,3992,2.0,248,1.7
103,4048,0.0,146,1.7
104,4064,0.0,166,1.6
105,4092,0.0,155,1.55
106,4160,2.0,245,1.6
107,4224,2.0,231,1.6
108,4228,1.0,204,1.6
109,4268,3.0,286,1.75
110,4364,1.0,217,1.7
111,4396,3.0,311,1.85
112,4396,1.0,182,1.8
113,4400,2.0,242,1.75
114,4524,1.0,199,1.6
115,4528,1.0,199,1.6
116,4528,2.0,245,1.6
117,4532,1.0,204,1.55
118,4628,0.0,177,1.45
119,4696,2.0,226,1.4
120,4712,2.0,247,1.35
121,4744,3.0,295,1.45
122,4832,1.0,197,1.4
123,4836,0.0,156,1.4
124,4840,1.0,205,1.45
125,4912,5.0,347,1.7
126,4928,0.0,151,1.6
127,4976,1.0,212,1.55
128,5064,1.0,196,1.55
129,5072,4.0,312,1.6
130,5120,1.0,212,1.6
131,5220,5.0,386,1.7
132,5236,2.0,223,1.75
133,5256,1.0,210,1.7
134,5364,5.0,360,1.9
135,5384,1.0,200,1.9
136,5392,2.0,252,1.9
137,5412,2.0,249,1.95
138,5536,2.0,239,2.05
139,5548,2.0,239,2.05
140,5556,1.0,201,2.0
141,5608,3.0,285,2.0
142,5636,0.0,156,1.95
143,5648,0.0,163,1.95
144,5720,2.0,241,2.0
145,5748,0.0,177,1.75
146,5804,2.0,223,1.85
147,5812,3.0,263,1.95
148,5820,0.0,181,1.9
149,5920,2.0,239,1.8
150,5968,1.0,223,1.8
151,5980,2.0,249,1.65
152,5996,3.0,262,1.7
153,6068,0.0,164,1.65
154,6084,2.0,226,1.5
155,6096,0.0,176,1.45
156,6204,1.0,209,1.4
157,6208,3.0,311,1.45
158,6212,1.0,196,1.4
159,6296,3.0,258,1.45
160,6308,0.0,175,1.4
161,6384,2.0,249,1.35
162,6412,3.0,275,1.5
163,6468,2.0,227,1.6
164,6512,1.0,192,1.55
165,6548,1.0,217,1.6
166,6644,8.0,407,1.9
167,6688,2.0,231,1.85
168,6708,3.0,304,2.0
169,6772,1.0,191,1.95
170,6780,0.0,173,1.9
171,6856,2.0,224,1.9
172,6864,6.0,377,2.05
173,6864,0.0,171,2.05
174,6944,2.0,238,2.05
175,7012,2.0,237,2.15
176,7028,2.0,222,2.2
177,7044,3.0,240,2.2
178,7124,3.0,261,2.3
179,7176,2.0,245,2.25
180,7180,1.0,194,2.3
181,7200,2.0,251,2.3
182,7272,0.0,171,2.15
183,7300,0.0,173,2.05
184,7324,3.0,264,2.15
185,7412,3.0,306,2.25
186,7452,2.0,259,1.95
187,7452,1.0,214,1.9
188,7464,2.0,219,1.85
189,7604,2.0,267,1.9
190,7612,2.0,231,2.0
191,7628,2.0,249,2.0
192,7644,3.0,258,1.85
193,7788,3.0,260,2.0
194,7800,2.0,214,2.0
195,7864,4.0,306,2.1
196,7880,0.0,146,2.0
197,7908,5.0,347,2.1
198,7940,1.0,211,2.0
199,7980,0.0,179,1.9
200,8040,2.0,237,1.95
201,8064,2.0,214,1.95
202,8084,1.0,227,2.0
203,8116,1.0,190,2.05
204,8160,1.0,180,1.95
205,8212,1.0,197,1.85
206,8256,3.0,256,1.9
207,8280,2.0,242,1.95
208,8332,2.0,255,1.95
209,8392,1.0,211,1.9
210,8416,0.0,144,1.8
211,8420,3.0,267,1.85
212,8468,2.0,262,1.8
213,8528,1.0,198,1.7
214,8548,1.0,184,1.65
215,8612,1.0,206,1.5
216,8692,1.0,228,1.55
217,8700,5.0,360,1.55
218,8708,2.0,246,1.6
219,8756,1.0,211,1.65
220,8804,1.0,193,1.6
221,8808,0.0,166,1.5
222,8872,2.0,237,1.55
223,8968,2.0,246,1.6
224,8968,2.0,216,1.65
225,9044,4.0,344,1.8
226,9048,2.0,251,1.75
227,9080,1.0,167,1.7
228,9132,2.0,229,1.7
229,9172,1.0,192,1.7
230,9176,1.0,205,1.75
231,9216,1.0,199,1.65
232,9288,2.0,237,1.65
233,9352,2.0,235,1.7
234,9408,4.0,309,1.85
235,9424,3.0,269,1.95
236,9452,2.0,236,2.0
237,9488,1.0,192,1.8
238,9560,1.0,213,1.75
239,9584,2.0,242,1.8
240,9588,1.0,197,1.8
241,9688,1.0,194,1.85
242,9696,3.0,264,1.9
243,9732,1.0,222,1.85
244,9756,2.0,256,1.85
245,9796,0.0,155,1.65
246,9888,2.0,236,1.65
247,9896,0.0,169,1.6
248,9900,1.0,207,1.55
249,9944,4.0,324,1.7
250,9984,0.0,150,1.65
251,10032,1.0,208,1.65
252,10060,2.0,243,1.65
253,10088,1.0,206,1.6
254,10120,1.0,212,1.45
255,10160,0.0,166,1.3
256,10176,1.0,226,1.25
257,10188,0.0,182,1.2
258,10264,1.0,221,1.2
259,10304,1.0,207,1.15
260,10352,2.0,223,1.2
261,10360,2.0,261,1.25
262,10436,2.0,242,1.2
263,10468,2.0,238,1.25
264,10496,1.0,217,1.2
265,10580,3.0,306,1.35
266,10592,2.0,219,1.35
267,10736,4.0,344,1.55
268,10744,2.0,232,1.6
269,10788,5.0,348,1.65
270,10804,3.0,277,1.8
271,10844,0.0,178,1.75
272,10888,0.0,183,1.65
273,10940,1.0,217,1.65
274,10956,3.0,297,1.75
275,10980,0.0,172,1.75
276,11040,0.0,156,1.7
277,11064,3.0,278,1.85
278,11120,2.0,221,1.9
279,11124,1.0,209,1.9
280,11164,0.0,162,1.8
281,11224,2.0,249,1.8
282,11296,2.0,239,1.8
283,11340,3.0,297,1.85
284,11360,1.0,219,1.85
285,11376,3.0,274,1.85
286,11396,0.0,159,1.75
287,11468,1.0,194,1.6
288,11476,0.0,176,1.5
289,11532,2.0,241,1.35
290,11540,1.0,217,1.25
291,11640,2.0,250,1.35
292,11648,2.0,250,1.45
293,11724,2.0,272,1.5
294,11748,0.0,177,1.35
295,11760,3.0,295,1.5
296,11784,1.0,225,1.55
297,11848,0.0,157,1.4
298,11860,0.0,156,1.3
299,11888,2.0,249,1.35
300,12020,2.0,226,1.45
301,12024,3.0,303,1.5
302,12032,2.0,226,1.5
303,12060,2.0,252,1.45
304,12160,0.0,154,1.4
305,12168,1.0,221,1.3
306,12176,2.0,210,1.4
307,12236,3.0,295,1.5
308,12268,0.0,180,1.5
309,12276,0.0,160,1.4
310,12332,2.0,247,1.45
311,12440,3.0,271,1.5
312,12464,2.0,269,1.5
313,12504,2.0,242,1.5
314,12560,4.0,356,1.7
315,12588,1.0,202,1.6
316,12636,2.0,236,1.65
317,12660,0.0,172,1.65
318,12724,3.0,277,1.8
319,12760,0.0,179,1.7
320,12808,2.0,238,1.7
321,12808,3.0,294,1.7
322,12824,0.0,181,1.6
323,12860,0.0,181,1.5
324,12908,0.0,169,1.5
325,12924,0.0,179,1.45
326,12988,1.0,190,1.4
327,13128,6.0,391,1.55
328,13232,6.0,386,1.85
329,13296,6.0,460,2.15
330,13344,10.0,412,2.55
331,13432,3.0,276,2.55
332,13444,0.0,169,2.45
333,13488,2.0,257,2.45
334,13496,6.0,426,2.55
335,13532,0.0,160,2.5
336,13616,2.0,230,2.5
337,13660,2.0,254,2.6
338,13744,4.0,278,2.65
339,13776,5.0,345,2.9
340,13816,2.0,241,2.9
341,13848,4.0,300,2.95
342,13928,3.0,257,3.1
343,14000,4.0,296,3.3
344,14064,7.0,288,3.65
345,14128,9.0,379,4.1
346,14164,11.0,291,4.6
347,14320,2.0,271,4.4
348,14360,7.0,443,4.45
349,14364,3.0,282,4.3
350,14420,0.0,182,3.8
351,14468,8.0,474,4.05
352,14580,3.0,284,4.2
353,14592,2.0,243,4.2
354,14624,4.0,344,4.1
355,14680,0.0,175,4.1
356,14688,3.0,296,4.15
357,14764,2.0,240,4.15
358,14780,0.0,170,3.95
359,14844,3.0,294,3.85
360,14860,2.0,249,3.85
361,15024,3.0,306,3.8
362,15032,2.0,233,3.75
363,15032,4.0,338,3.75
364,15132,0.0,173,3.4
365,15144,5.0,354,3.2
366,15196,2.0,255,2.75
367,15300,4.0,336,2.85
368,15304,2.0,249,2.6
369,15360,2.0,223,2.55
370,15364,3.0,293,2.7
371,15472,2.0,227,2.4
372,15532,2.0,251,2.35
373,15536,2.0,240,2.35
374,15572,0.0,181,2.15
375,15572,4.0,341,2.35
376,15636,0.0,180,2.2
377,15672,0.0,172,2.1
378,15672,0.0,159,2.1
379,15704,2.0,240,2.05
380,15736,0.0,155,1.95
381,15772,0.0,179,1.8
382,15836,0.0,164,1.7
383,15924,3.0,278,1.65
384,15944,2.0,252,1.75
385,15968,5.0,363,1.75
386,15980,1.0,223,1.7
387,16124,3.0,281,1.65
388,16124,2.0,225,1.65
389,16148,3.0,269,1.7
390,16212,4.0,297,1.75
391,16224,0.0,177,1.65
392,16248,0.0,181,1.55
393,16316,2.0,273,1.55
394,16348,0.0,165,1.55
395,16388,2.0,219,1.45
396,16480,4.0,347,1.65
397,16488,2.0,253,1.75
398,16560,3.0,266,1.9
399,16608,3.0,288,1.95
400,16652,2.0,227,2.05
401,16660,0.0,163,2.05
402,16752,0.0,160,2.05
403,16756,4.0,326,2.1
404,16780,2.0,228,2.1
405,16852,0.0,182,1.85
406,16856,0.0,155,1.8
407,16880,3.0,279,1.8
408,16952,0.0,173,1.7
409,16952,2.0,227,1.65
410,17028,2.0,226,1.55
411,17052,2.0,229,1.65
412,17052,0.0,156,1.65
413,17124,2.0,252,1.65
414,17128,0.0,171,1.65
415,17152,0.0,167,1.55
416,17228,2.0,230,1.45
417,17308,3.0,249,1.5
418,17368,7.0,288,1.7
419,17404,5.0,345,1.8
420,17412,3.0,254,1.85
421,17640,11.0,316,2.4
422,17652,7.0,402,2.75
423,17712,7.0,428,2.9
424,17756,7.0,409,3.15
425,17852,4.0,271,3.35
426,17896,3.0,251,3.5
427,17968,6.0,388,3.65
428,18072,6.0,391,3.95
429,18080,3.0,261,4.0
430,18196,7.0,427,4.25
431,18228,4.0,329,4.35
432,18236,2.0,211,4.45
433,18272,3.0,278,4.5
434,18296,0.0,167,4.5
435,18328,0.0,155,4.5
436,18336,0.0,162,4.4
437,18372,0.0,182,4.25
438,18396,0.0,183,3.9
439,18436,0.0,175,3.65
440,18472,0.0,178,3.5
441,18472,1.0,216,3.0
442,18572,0.0,154,2.65
443,18600,2.0,250,2.4
444,18624,2.0,206,2.15
445,18648,4.0,320,2.15
446,18720,2.0,216,2.1
447,18748,2.0,231,1.9
448,18768,2.0,201,1.7
449,18796,2.0,213,1.65
450,18868,2.0,226,1.4
451,18944,3.0,253,1.35
452,18960,2.0,244,1.35
453,18964,3.0,258,1.35
454,19016,2.0,210,1.45
455,19092,2.0,220,1.55
456,19104,2.0,214,1.65
457,19112,2.0,219,1.75
458,19164,2.0,205,1.85
459,19240,2.0,228,1.95
460,19252,2.0,219,2.05
461,19276,2.0,242,2.1
462,19348,3.0,255,2.25
463,19360,1.0,198,2.2
464,19400,2.0,227,2.2
465,19444,3.0,242,2.15
466,19544,3.0,262,2.2
467,19584,4.0,293,2.3
468,19588,3.0,254,2.35
469,19592,2.0,230,2.35
470,19748,2.0,228,2.35
471,19756,2.0,240,2.3
472,19764,3.0,296,2.35
473,19800,3.0,283,2.35
474,19848,0.0,169,2.25
475,19856,0.0,183,2.15
476,19948,0.0,168,2.05
477,19984,3.0,276,2.1
478,20020,3.0,289,2.15
479,20068,3.0,279,2.2
480,20132,2.0,226,2.2
481,20140,3.0,273,2.25
482,20216,3.0,257,2.25
483,20264,3.0,276,2.35
484,20296,2.0,233,2.35
485,20352,3.0,268,2.35
486,20380,2.0,227,2.3
487,20436,2.0,254,2.2
488,20452,0.0,169,2.05
489,20468,2.0,246,2.05
490,20552,0.0,178,1.95
491,20600,3.0,290,2.0
492,20640,2.0,238,1.95
493,20652,0.0,178,1.8
494,20704,4.0,344,2.0
495,20808,2.0,228,2.1
496,20812,3.0,284,2.25
497,20852,3.0,290,2.25
498,20868,2.0,242,2.2
499,20956,2.0,217,2.15
500,21000,2.0,209,2.15
501,21008,3.0,260,2.15
502,21016,2.0,228,2.1
503,21104,2.0,225,2.05
504,21156,2.0,222,2.05
505,21180,2.0,241,2.0
506,21196,3.0,264,2.05
507,21248,2.0,212,2.05
508,21324,2.0,213,2.15
509,21340,2.0,199,2.15
510,21352,3.0,254,2.3
511,21396,2.0,213,2.25
512,21472,2.0,217,2.25
513,21500,2.0,210,2.35
514,21504,2.0,220,2.25
515,21592,3.0,276,2.3
516,21616,2.0,213,2.25
517,21648,2.0,220,2.2
518,21668,2.0,236,2.2
519,21760,2.0,237,2.2
520,21780,2.0,242,2.2
521,21796,2.0,202,2.15
522,21832,2.0,245,2.15
523,21928,2.0,214,2.15
524,21956,3.0,268,2.2
525,21992,3.0,276,2.25
526,22028,3.0,273,2.25
527,22100,2.0,219,2.25
528,22124,3.0,255,2.3
529,22172,2.0,207,2.3
530,22184,3.0,258,2.3
531,22248,2.0,210,2.3
532,22272,2.0,217,2.3
533,22284,1.0,178,2.25
534,22332,2.0,227,2.25
535,22396,1.0,184,2.15
536,22444,3.0,257,2.2
537,22464,2.0,207,2.2
538,22476,4.0,264,2.3
539,22556,2.0,219,2.3
540,22636,3.0,228,2.35
541,22644,3.0,277,2.4
542,22648,3.0,254,2.45
543,22760,1.0,171,2.4
544,22796,4.0,307,2.45
545,22856,4.0,303,2.5
546,22912,5.0,340,2.6
547,22952,2.0,234,2.6
548,22956,3.0,271,2.6
549,23012,2.0,220,2.6
550,23052,0.0,169,2.45
551,23076,2.0,244,2.45
552,23152,0.0,170,2.35
553,23184,2.0,227,2.4
554,23224,4.0,352,2.5
555,23284,0.0,157,2.45
556,23296,3.0,295,2.45
557,23324,2.0,241,2.45
558,23388,0.0,157,2.25
559,23444,3.0,279,2.3
560,23644,7.0,440,2.5
561,23648,6.0,397,2.65
562,23660,7.0,271,2.85
563,23704,6.0,389,3.1
564,23816,2.0,230,3.0
565,23860,2.0,229,2.9
566,23964,6.0,397,2.95
567,23988,7.0,425,3.2
568,24016,2.0,225,3.15
569,24148,3.0,241,3.2
570,24160,7.0,402,3.55
571,24204,7.0,297,3.8
572,24332,6.0,370,4.1
573,24392,8.0,307,4.4
574,24524,8.0,444,4.6
575,24532,3.0,279,4.75
576,24580,11.0,437,5.15
577,24700,3.0,232,5.2
578,24732,7.0,418,5.55
579,24804,4.0,297,5.6
580,24836,6.0,384,5.55
581,24860,3.0,227,5.4
582,24880,2.0,208,5.15
583,24948,2.0,211,4.95
584,24980,2.0,224,4.95
585,25028,2.0,211,4.95
586,25096,2.0,227,4.75
587,25100,4.0,324,4.6
588,25128,2.0,207,4.6
589,25172,2.0,202,4.55
590,25276,2.0,229,4.3
591,25292,3.0,256,4.1
592,25320,3.0,290,3.95
593,25368,3.0,267,3.7
594,25440,2.0,226,3.4
595,25468,2.0,203,3.35
596,25472,3.0,276,2.95
597,25516,2.0,221,2.9
598,25584,2.0,226,2.65
599,25616,2.0,231,2.55
600,25664,3.0,258,2.4
601,25712,1.0,205,2.3
602,25752,1.0,194,2.25
603,25764,0.0,155,2.15
604,25792,8.0,332,2.45
605,25832,1.0,197,2.4
606,25908,2.0,226,2.4
607,25912,2.0,212,2.3
608,25968,3.0,232,2.35
609,26008,3.0,257,2.4
610,26100,3.0,271,2.45
611,26112,1.0,158,2.35
612,26132,4.0,293,2.4
613,26160,3.0,271,2.4
614,26260,2.0,223,2.4
615,26264,2.0,247,2.4
616,26280,2.0,220,2.35
617,26304,2.0,201,2.35
618,26456,3.0,261,2.4
619,26464,4.0,276,2.5
620,26468,4.0,264,2.55
621,26480,3.0,255,2.65
622,26640,3.0,259,2.75
623,26640,3.0,229,2.9
624,26648,3.0,260,2.65
625,26652,3.0,269,2.75
626,26772,1.0,201,2.7
627,26820,3.0,260,2.75
628,26932,6.0,361,2.9
629,26980,4.0,275,2.95
630,26984,3.0,221,2.95
631,27012,8.0,434,3.3
632,27092,3.0,218,3.25
633,27112,2.0,191,3.2
634,27208,4.0,301,3.3
635,27208,3.0,255,3.35
636,27232,2.0,214,3.35
637,27252,2.0,222,3.35
638,27412,3.0,222,3.35
639,27452,4.0,308,3.35
640,27496,5.0,365,3.4
641,27512,5.0,347,3.5
642,27580,2.0,229,3.45
643,27616,1.0,185,3.35
644,27620,2.0,232,3.3
645,27708,3.0,274,3.3
646,27748,2.0,248,3.35
647,27792,3.0,237,3.35
648,27796,3.0,248,3.2
649,27952,2.0,220,3.1
650,27968,3.0,234,3.1
651,27984,4.0,314,2.9
652,28056,7.0,408,3.1
653,28156,4.0,290,3.2
654,28312,7.0,430,3.35
655,28328,7.0,423,3.55
656,28372,7.0,297,3.8
657,28400,7.0,409,4.05
658,28532,4.0,289,4.1
659,28548,3.0,250,4.05
660,28640,7.0,393,4.15
661,28716,3.0,267,4.05
662,28740,7.0,397,4.3
663,28800,3.0,223,4.4
664,28864,6.0,376,4.6
665,28876,3.0,218,4.6
666,28896,2.0,218,4.6
667,28912,1.0,175,4.5
668,29032,2.0,224,4.45
669,29072,2.0,242,4.45
670,29072,3.0,266,4.45
671,29108,3.0,254,4.4
672,29228,3.0,278,4.2
673,29268,3.0,267,4.15
674,29268,3.0,262,3.95
675,29304,3.0,273,3.75
676,29384,2.0,218,3.5
677,29436,2.0,236,3.25
678,29436,2.0,234,3.15
679,29500,3.0,274,3.15
680,29572,1.0,204,2.85
681,29580,1.0,212,2.75
682,29620,4.0,309,2.6
683,29628,1.0,185,2.5
684,29672,0.0,178,2.2
685,29720,0.0,177,2.05
686,29728,0.0,166,1.95
687,29772,3.0,253,2.05
688,29824,1.0,183,2.0
689,29896,3.0,306,2.05
690,29900,1.0,204,1.95
691,29944,1.0,197,1.85
692,30016,5.0,347,1.95
693,30076,2.0,257,1.9
694,30108,3.0,287,1.9
695,30112,2.0,243,1.85
696,30212,3.0,279,1.9
697,30272,3.0,274,1.95
698,30280,2.0,233,1.95
699,30304,3.0,279,1.95
700,30408,3.0,268,2.05
701,30420,2.0,224,2.1
702,30452,2.0,229,2.0
703,30476,3.0,269,2.1
704,30604,3.0,269,2.25
705,30616,3.0,276,2.4
706,30648,3.0,260,2.55
707,30672,3.0,258,2.55
708,30800,1.0,192,2.55
709,30812,3.0,271,2.55
710,30844,3.0,279,2.65
711,30856,4.0,332,2.8
712,30960,2.0,228,2.65
713,30996,3.0,264,2.7
714,31040,3.0,262,2.7
715,31052,3.0,262,2.75
716,31156,3.0,253,2.75
717,31160,1.0,199,2.65
718,31192,3.0,250,2.7
719,31220,2.0,225,2.65
720,31308,2.0,212,2.6
721,31352,3.0,260,2.65
722,31388,3.0,275,2.7
723,31416,3.0,277,2.7
724,31504,3.0,254,2.7
725,31548,3.0,265,2.7
726,31584,3.0,259,2.7
727,31612,3.0,275,2.7
728,31708,3.0,270,2.8
729,31744,3.0,261,2.8
730,31780,3.0,268,2.8
731,31780,2.0,242,2.7
732,31904,3.0,269,2.75
733,31940,3.0,277,2.75
734,31976,3.0,275,2.75
735,31976,3.0,251,2.75
736,32104,3.0,271,2.75
737,32136,3.0,276,2.85
738,32172,3.0,271,2.85
739,32172,3.0,255,2.9
740,32300,3.0,277,2.95
741,32332,3.0,250,2.95
742,32368,3.0,266,2.95
743,32376,3.0,268,2.95
744,32496,3.0,280,2.95
745,32528,3.0,257,2.95
746,32564,3.0,259,2.95
747,32572,3.0,258,2.95
748,32692,3.0,251,2.95
749,32720,2.0,228,2.9
750,32724,3.0,254,2.9
751,32760,3.0,258,2.95
752,32888,3.0,263,2.95
753,32888,2.0,240,2.9
754,32932,3.0,287,2.9
755,32964,3.0,278,2.9
756,33084,3.0,252,2.9
757,33084,3.0,278,2.9
758,33128,3.0,251,2.9
759,33160,3.0,257,2.9
760,33276,2.0,222,2.85
761,33280,3.0,271,2.85
762,33280,3.0,260,2.85
763,33356,3.0,270,2.85
764,33428,2.0,227,2.8
765,33472,3.0,265,2.8
766,33476,3.0,258,2.8
767,33548,3.0,250,2.8
768,33620,3.0,263,2.8
769,33688,7.0,293,3.05
770,33692,7.0,294,3.25
771,33760,4.0,288,3.3
772,33820,1.0,207,3.2
773,33844,2.0,224,3.2
774,33936,6.0,377,3.35
775,33944,3.0,253,3.35
776,34000,2.0,220,3.3
777,34004,3.0,270,3.3
778,34100,2.0,229,3.25
779,34184,3.0,261,3.25
780,34188,3.0,247,3.3
781,34224,5.0,370,3.4
782,34228,1.0,184,3.3
783,34288,0.0,156,3.15
784,34328,1.0,207,3.1
785,34400,2.0,257,3.05
786,34444,2.0,237,3.0
787,34452,3.0,294,3.0
788,34524,3.0,263,3.0
789,34596,3.0,263,2.8
790,34640,3.0,258,2.6
791,34648,3.0,255,2.55
792,34720,3.0,266,2.65
793,34788,2.0,225,2.65
794,34792,3.0,253,2.5
795,34844,3.0,265,2.5
796,34888,2.0,243,2.5
797,34960,2.0,252,2.45
798,34992,3.0,273,2.5
799,35048,3.0,280,2.5
800,35084,3.0,251,2.5
801,35128,2.0,241,2.35
802,35140,2.0,225,2.4
803,35216,2.0,237,2.5
804,35280,3.0,273,2.6
805,35292,2.0,211,2.6
806,35304,3.0,250,2.65
807,35348,2.0,206,2.6
808,35392,1.0,180,2.5
809,35432,2.0,214,2.45
810,35432,0.0,146,2.3
811,35540,2.0,211,2.25
812,35548,4.0,318,2.3
813,35628,3.0,255,2.35
814,35628,3.0,258,2.35
815,35704,2.0,240,2.3
816,35708,2.0,248,2.3
817,35804,3.0,255,2.35
818,35832,4.0,277,2.4
819,35880,3.0,246,2.4
820,35884,3.0,253,2.4
821,35936,2.0,189,2.4
822,36048,2.0,238,2.4
823,36104,2.0,231,2.4
824,36152,5.0,331,2.5
825,36176,6.0,416,2.7
826,36216,2.0,230,2.65
827,36336,1.0,203,2.6
828,36352,2.0,246,2.65
829,36380,6.0,350,2.85
830,36428,6.0,341,3.15
831,36492,2.0,218,3.15
832,36496,3.0,240,3.1
833,36656,3.0,230,3.1
834,36700,5.0,353,3.2
835,36736,7.0,437,3.45
836,36804,2.0,209,3.45
837,36868,2.0,248,3.4
838,36932,3.0,264,3.35
839,36952,9.0,524,3.65
840,37000,3.0,270,3.65
841,37064,3.0,263,3.7
842,37128,3.0,270,3.75
843,37148,3.0,276,3.8
844,37196,3.0,270,3.7
845,37288,3.0,295,3.55
846,37296,2.0,218,3.55
847,37324,3.0,279,3.65
848,37392,3.0,275,3.7
849,37452,2.0,218,3.5
850,37456,2.0,244,3.3
851,37520,3.0,252,3.35
852,37560,2.0,239,3.3
853,37568,1.0,179,3.2
854,37580,1.0,202,3.0
855,37668,2.0,222,2.75
856,37692,2.0,199,2.75
857,37700,2.0,189,2.75
858,37720,2.0,207,2.7
859,37840,2.0,202,2.35
860,37924,3.0,291,2.35
861,37928,4.0,340,2.4
862,37976,5.0,317,2.5
863,38008,2.0,228,2.45
864,38120,3.0,268,2.45
865,38124,3.0,254,2.45
866,38172,3.0,270,2.5
867,38204,3.0,254,2.5
868,38280,2.0,227,2.45
869,38324,3.0,286,2.5
870,38328,2.0,214,2.5
871,38400,3.0,265,2.5
872,38476,3.0,253,2.55
873,38520,3.0,279,2.65
874,38524,3.0,272,2.75
875,38596,3.0,250,2.8
876,38672,3.0,251,2.85
877,38692,2.0,252,2.85
878,38716,3.0,255,2.9
879,38792,3.0,271,2.95
880,38868,3.0,277,2.95
881,38888,3.0,261,2.9
882,38912,3.0,262,2.8
883,38988,3.0,252,2.85
884,39036,2.0,226,2.8
885,39072,3.0,268,2.8
886,39116,3.0,271,2.8
887,39184,2.0,211,2.75
888,39184,3.0,270,2.8
889,39268,3.0,261,2.8
890,39312,3.0,272,2.85
891,39380,3.0,275,2.85
892,39388,3.0,280,2.85
893,39416,2.0,228,2.8
894,39508,3.0,251,2.8
895,39584,3.0,271,2.8
896,39584,3.0,275,2.8
897,39612,3.0,262,2.85
898,39656,2.0,215,2.8
899,39760,2.0,219,2.75
900,39780,3.0,277,2.75
901,39780,3.0,252,2.75
902,39852,3.0,264,2.75
903,39912,2.0,196,2.7
904,39936,3.0,247,2.75
905,39956,3.0,239,2.75
906,40048,2.0,204,2.7
907,40116,3.0,241,2.75
908,40144,4.0,263,2.8
909,40152,6.0,377,2.95
910,40200,2.0,220,2.9
911,40248,2.0,208,2.85
912,40332,3.0,257,2.85
913,40408,4.0,279,2.95
914,40440,5.0,368,3.05
915,40484,5.0,312,3.15
916,40556,4.0,297,3.2
917,40560,1.0,184,3.1
918,40640,0.0,158,3.0
919,40672,1.0,177,2.95
920,40680,4.0,351,3.0
921,40756,5.0,339,3.1
922,40764,0.0,157,2.95
923,40808,2.0,242,2.95
924,40840,2.0,230,2.9
925,40912,2.0,205,2.85
926,40940,2.0,217,2.85
927,40972,2.0,190,2.8
928,41000,4.0,327,2.8
929,41148,3.0,259,2.65
930,41164,4.0,297,2.75
931,41272,7.0,428,3.0
